ssp_grouper_id,sub_category_id,parent_title_name,sub_category_name,parent_description,disease_area,category,medicare_apc,anchor_codes
UP03Z,UP034,Cystourethroscopy / ureteroscopy,with ureteroscopy,"A cystourethroscopy or ureteroscopy visualizes the inside of your bladder and urethra (or ureters) using a thin camera passed through the urethra. This outpatient procedure can be purely diagnostic or therapeutic, depending on your condition. The camera shows your doctor exactly what's causing symptoms like bleeding, pain, or obstruction. If needed, small instruments can remove stones, destroy tumors, remove tissue samples, or place stents. The procedure takes 15-90 minutes depending on complexity. You may have mild burning with urination for a few days. Most people go home the same day. The cost of this procedure may vary depending on the complexity involved. Categories include diagnostic, therapeutic, simple, therapeutic, complex, with ureteroscopy, and with implant.",Urology / Nephrology,Encounter,5372,"52352, 52353, 52354, 52356"
UP040,UP040,Hydrocelectomy,-,"A hydrocelectomy removes fluid collecting around your testicle due to hydrocele. This brief outpatient procedure takes 30-45 minutes where your urologist makes a small incision to access and drain the fluid, then closes the membrane lining to prevent recurrence. Local anesthesia provides comfort. Afterwards, you'll have mild groin soreness and swelling for 1-2 weeks. You should avoid heavy lifting and strenuous activity for 2-3 weeks. Most people return to work within a week. The procedure is very successful with low recurrence rates. Your scrotal swelling and discomfort resolve completely.",Urology / Nephrology,Encounter,5341,"55040, 55041"
UP040,UP040,Hydrocelectomy,-,"A hydrocelectomy removes fluid collecting around your testicle due to hydrocele. This brief outpatient procedure takes 30-45 minutes where your urologist makes a small incision to access and drain the fluid, then closes the membrane lining to prevent recurrence. Local anesthesia provides comfort. Afterwards, you'll have mild groin soreness and swelling for 1-2 weeks. You should avoid heavy lifting and strenuous activity for 2-3 weeks. Most people return to work within a week. The procedure is very successful with low recurrence rates. Your scrotal swelling and discomfort resolve completely.",Urology / Nephrology,Encounter,5341,"55040, 55041"
UP050,UP050,Transurethral resection of the prostate (TURP),Initial / revision,"A transurethral resection of the prostate (TURP) removes obstructing prostate tissue causing urinary problems. During this outpatient or brief overnight inpatient procedure, your urologist passes a resectoscope through the urethra to the prostate and uses radiofrequency energy to vaporize obstructive tissue. The procedure takes 30-90 minutes. Most people experience dramatically improved urinary stream within weeks. You may have temporary blood-tinged urine and mild discomfort for a few days. Activity restrictions last 3-4 weeks. Long-term success rates are excellent with symptom improvement lasting many years. This type of procedure can be performed various ways, including initial / revision, and the cost may vary depending on the specific approach or service provided.",Urology / Nephrology,Encounter,5375,"52601, 52630"
UP050,UP050,Transurethral resection of the prostate (TURP),Initial / revision,"A transurethral resection of the prostate (TURP) removes obstructing prostate tissue causing urinary problems. During this outpatient or brief overnight inpatient procedure, your urologist passes a resectoscope through the urethra to the prostate and uses radiofrequency energy to vaporize obstructive tissue. The procedure takes 30-90 minutes. Most people experience dramatically improved urinary stream within weeks. You may have temporary blood-tinged urine and mild discomfort for a few days. Activity restrictions last 3-4 weeks. Long-term success rates are excellent with symptom improvement lasting many years. This type of procedure can be performed various ways, including initial / revision, and the cost may vary depending on the specific approach or service provided.",Urology / Nephrology,Encounter,5375,"52601, 52630"
UP06Z,UP061,Urethroplasty,Urethrotomy / meatotomy / Urethromeatoplasty,"Urethroplasty repairs damage or narrowing of the urethra caused by stricture, injury, or birth defects. Treatment approaches range from simple widening procedures to complex reconstruction with grafts or flaps. Your urologist assesses the stricture location and extent to determine the best surgical approach. Success rates are high with modern techniques, and most patients experience restored normal urinary flow and elimination of symptoms.",Urology / Nephrology,Encounter,5374,53020
UP06Z,UP061,Urethroplasty,Urethrotomy / meatotomy / Urethromeatoplasty,"Urethroplasty repairs damage or narrowing of the urethra caused by stricture, injury, or birth defects. Treatment approaches range from simple widening procedures to complex reconstruction with grafts or flaps. Your urologist assesses the stricture location and extent to determine the best surgical approach. Success rates are high with modern techniques, and most patients experience restored normal urinary flow and elimination of symptoms.",Urology / Nephrology,Encounter,5374,53020
UP06Z,UP062,Urethroplasty,Urethromeatoplasty,"Urethroplasty repairs damage or narrowing of the urethra caused by stricture, injury, or birth defects. Treatment approaches range from simple widening procedures to complex reconstruction with grafts or flaps. Your urologist assesses the stricture location and extent to determine the best surgical approach. Success rates are high with modern techniques, and most patients experience restored normal urinary flow and elimination of symptoms.",Urology / Nephrology,Encounter,5374,"53450, 53460, 53520"
UP06Z,UP062,Urethroplasty,Urethromeatoplasty,"Urethroplasty repairs damage or narrowing of the urethra caused by stricture, injury, or birth defects. Treatment approaches range from simple widening procedures to complex reconstruction with grafts or flaps. Your urologist assesses the stricture location and extent to determine the best surgical approach. Success rates are high with modern techniques, and most patients experience restored normal urinary flow and elimination of symptoms.",Urology / Nephrology,Encounter,5374,"53450, 53460, 53520"
UP06Z,UP063,Urethroplasty,Urethral injury / fistula repair,"Urethroplasty repairs damage or narrowing of the urethra caused by stricture, injury, or birth defects. Treatment approaches range from simple widening procedures to complex reconstruction with grafts or flaps. Your urologist assesses the stricture location and extent to determine the best surgical approach. Success rates are high with modern techniques, and most patients experience restored normal urinary flow and elimination of symptoms.",Urology / Nephrology,Encounter,5374,"53400, 53410"
UP06Z,UP063,Urethroplasty,Urethral injury / fistula repair,"Urethroplasty repairs damage or narrowing of the urethra caused by stricture, injury, or birth defects. Treatment approaches range from simple widening procedures to complex reconstruction with grafts or flaps. Your urologist assesses the stricture location and extent to determine the best surgical approach. Success rates are high with modern techniques, and most patients experience restored normal urinary flow and elimination of symptoms.",Urology / Nephrology,Encounter,5374,"53400, 53410"
